Unnamed: 0,ts,IP_src,IP_dst,pck_size,IP_flags,IP_Z,IP_MF,IP_DF,TCP_dataofs,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,sport_class,sport_bare,dport_bare,UDP_dport,Protocol,dst_IP_diversity,dst_port_diversity,ID,pck_size_diff,pck_size_std_WE,pck_size_sum_of_EW,ts_diff,ts_std_WE,ts_sum_of_EW,TCP_window_diff,TCP_window_std_WE,TCP_window_sum_of_EW,pck_size_mean_2,pck_size_std_2,ts_mean_2,ts_std_2,TCP_window_mean_2,TCP_window_std_2,TCP_FIN_sum,TCP_SYN_sum,TCP_RST_sum,TCP_PSH_sum,TCP_ACK_sum,TCP_URG_sum,TCP_ECE_sum,TCP_CWR_sum,TCP_SYN_ratio,sum,TCP_ACK_SR,TCP_ACK_R,pck_size_mean_6,pck_size_std_6,ts_mean_6,ts_std_6,TCP_window_mean_6,TCP_window_std_6,pck_size_mean_9,pck_size_std_9,ts_mean_9,ts_std_9,TCP_window_mean_9,TCP_window_std_9
10,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ARP,1,1,5e:5e:22:02:4b:fa=>Broadcast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,192.168.1.17,192.0.73.2,41,3.0,0,0,1,5,0,0,0,0,1,0,0,0,516,13,50604,443,0,TCP,4,1,192.168.1.17=>192.0.73.2,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,192.0.73.2,192.168.1.17,52,3.0,0,0,1,8,0,0,0,0,1,0,0,0,83,7,443,50604,0,TCP,1,1,192.0.73.2=>192.168.1.17,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,192.168.1.17,57.144.152.141,72,3.0,0,0,1,5,0,0,0,1,1,0,0,0,515,13,50450,443,0,TLSv1.2,5,1,192.168.1.17=>57.144.152.141,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,515.0,56.0,22.62741699796952,0.1238085031509399,0.1750916642931713,514.5,0.7071067811865476,0,0,0,1,1,0,0,0,0.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,57.144.152.141,192.168.1.17,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,300,7,443,50450,0,TCP,1,1,57.144.152.141=>192.168.1.17,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,300.0,54.0,19.79898987322333,0.07675302028656,0.1085451622423505,300.0,0.0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.1535060405731201,57.144.152.141,192.168.1.17,68,3.0,0,0,1,5,0,0,0,1,1,0,0,0,300,7,443,50450,0,TLSv1.2,1,1,57.144.152.141=>192.168.1.17,28.0,19.79898987322333,108.0,0.1535060405731201,0.1085451622423505,0.1535060405731201,0.0,0.0,600.0,54.0,19.79898987322333,0.07675302028656,0.1085451622423505,300.0,0.0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.2476170063018798,192.168.1.17,57.144.152.141,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50450,443,0,TCP,5,1,192.168.1.17=>57.144.152.141,-32.0,22.62741699796952,112.0,0.2476170063018798,0.1750916642931713,0.2476170063018798,-1.0,0.7071067811865476,1029.0,56.0,22.62741699796952,0.1238085031509399,0.1750916642931713,514.5,0.7071067811865476,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,192.168.1.17,57.144.153.134,109,3.0,0,0,1,5,0,0,0,1,1,0,0,0,514,13,50446,443,0,TLSv1.2,6,1,192.168.1.17=>57.144.153.134,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,514.0,74.5,48.79036790187178,0.146653413772583,0.2073992467255001,514.0,0.0,0,0,0,1,1,0,0,0,0.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,57.144.153.134,192.168.1.17,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,497,7,443,50446,0,TCP,1,1,57.144.153.134=>192.168.1.17,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,497.0,75.5,50.20458146424488,0.1035125255584716,0.1463888175202823,497.0,0.0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.2070250511169433,57.144.153.134,192.168.1.17,111,3.0,0,0,1,5,0,0,0,1,1,0,0,0,497,7,443,50446,0,TLSv1.2,1,1,57.144.153.134=>192.168.1.17,71.0,50.20458146424488,151.0,0.2070250511169433,0.1463888175202823,0.2070250511169433,0.0,0.0,994.0,75.5,50.20458146424488,0.1035125255584716,0.1463888175202823,497.0,0.0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.293306827545166,192.168.1.17,57.144.153.134,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50446,443,0,TCP,6,1,192.168.1.17=>57.144.153.134,-69.0,48.79036790187178,149.0,0.293306827545166,0.2073992467255001,0.293306827545166,0.0,0.0,1028.0,74.5,48.79036790187178,0.146653413772583,0.2073992467255001,514.0,0.0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0,0,105,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,2,fe80::467:7676:12df:a8d7=>ff02::fb,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.5081440210342407,0.7186241661854225,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,192.168.1.7,224.0.0.251,125,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,1,192.168.1.7=>224.0.0.251,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.5081440210342407,0.7186241661854225,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,192.168.1.14,192.168.1.255,78,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,137,137,137,NBNS,1,1,192.168.1.14=>192.168.1.255,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.4055409431457519,0.5735215018942986,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.8110818862915039,192.168.1.14,192.168.1.255,78,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,137,137,137,NBNS,1,1,192.168.1.14=>192.168.1.255,0.0,0.0,156.0,0.8110818862915039,0.5735215018942986,0.8110818862915039,0.0,0.0,0.0,78.0,0.0,0.4055409431457519,0.5735215018942986,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1.0162880420684814,0,0,105,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,2,fe80::467:7676:12df:a8d7=>ff02::fb,0.0,0.0,210.0,1.0162880420684814,0.7186241661854225,1.0162880420684814,0.0,0.0,0.0,105.0,0.0,0.5081440210342407,0.7186241661854225,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.0162880420684814,192.168.1.7,224.0.0.251,125,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,1,192.168.1.7=>224.0.0.251,0.0,0.0,250.0,1.0162880420684814,0.7186241661854225,1.0162880420684814,0.0,0.0,0.0,125.0,0.0,0.5081440210342407,0.7186241661854225,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.5278170108795166,192.168.1.14,192.168.1.255,78,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,137,137,137,NBNS,1,1,192.168.1.14=>192.168.1.255,0.0,0.0,234.0,0.7167351245880127,0.7643938648608232,2.3388988971710205,0.0,0.0,0.0,78.0,0.0,1.1694494485855105,0.5068082669107687,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,0.0,514.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
29,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,2952.0,0.0,0.0,0.0,0.0,0.0,1028.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,2,0,0,0,0.0,2,0.5,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
30,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,4428.0,0.0,0.0,0.0,0.0,0.0,1542.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,3,0,0,0,0.0,3,0.3333333333333333,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
31,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,5904.0,0.0,0.0,0.0,0.0,0.0,2056.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,4,0,0,0,0.0,4,0.25,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
32,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,7380.0,0.0,0.0,0.0,0.0,0.0,2570.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,5,0,0,0,0.0,5,0.2,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
33,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,8856.0,0.0,0.0,0.0,0.0,0.0,3084.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,6,0,0,0,0.0,6,0.1666666666666666,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
34,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,10332.0,0.0,0.0,0.0,0.0,0.0,3598.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,7,0,0,0,0.0,7,0.1428571428571428,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
35,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,11808.0,0.0,0.0,0.0,0.0,0.0,4112.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,8,0,0,0,0.0,8,0.125,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
36,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,13284.0,0.0,0.0,0.0,0.0,0.0,4626.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,9,0,0,0,0.0,9,0.1111111111111111,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
37,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,14760.0,0.0,0.0,0.0,0.0,0.0,5140.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,10,0,0,0,0.0,10,0.1,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
38,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,16236.0,0.0,0.0,0.0,0.0,0.0,5654.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,11,0,0,0,0.0,11,0.0909090909090909,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
39,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TLSv1.2,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,17712.0,0.0,0.0,0.0,0.0,0.0,6168.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,12,0,0,0,0.0,12,0.0833333333333333,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
40,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,19188.0,0.0,0.0,0.0,0.0,0.0,6682.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,13,0,0,0,0.0,13,0.0769230769230769,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
41,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,20664.0,0.0,0.0,0.0,0.0,0.0,7196.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,14,0,0,0,0.0,14,0.0714285714285714,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
42,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,22140.0,0.0,0.0,0.0,0.0,0.0,7710.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,15,0,0,0,0.0,15,0.0666666666666666,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
43,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,23616.0,0.0,0.0,0.0,0.0,0.0,8224.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,16,0,0,0,0.0,16,0.0625,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
44,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,25092.0,0.0,0.0,0.0,0.0,0.0,8738.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,17,0,0,0,0.0,17,0.0588235294117647,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
45,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,26568.0,0.0,0.0,0.0,0.0,0.0,9252.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,18,0,0,0,0.0,18,0.0555555555555555,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
46,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,28044.0,0.0,0.0,0.0,0.0,0.0,9766.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,19,0,0,0,0.0,19,0.0526315789473684,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
47,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,29520.0,0.0,0.0,0.0,0.0,0.0,10280.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,20,0,0,0,0.0,20,0.05,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
48,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,30996.0,0.0,0.0,0.0,0.0,0.0,10794.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,21,0,0,0,0.0,21,0.0476190476190476,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
49,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,32472.0,0.0,0.0,0.0,0.0,0.0,11308.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,22,0,0,0,0.0,22,0.0454545454545454,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
50,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TLSv1.2,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,33948.0,0.0,0.0,0.0,0.0,0.0,11822.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,23,0,0,0,0.0,23,0.0434782608695652,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
51,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,35424.0,0.0,0.0,0.0,0.0,0.0,12336.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,24,0,0,0,0.0,24,0.0416666666666666,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
52,0.0,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,0.0,36900.0,0.0,0.0,0.0,0.0,0.0,12850.0,1476.0,0.0,0.0,0.0,514.0,0.0,0,0,0,0,25,0,0,0,0.0,25,0.04,1.0,1476.0,0.0,0.0,0.0,514.0,0.0,1476.0,0.0,0.0,0.0,514.0,0.0
