Unnamed: 0,ts,IP_src,IP_dst,pck_size,IP_flags,IP_Z,IP_MF,IP_DF,TCP_dataofs,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,sport_class,sport_bare,dport_bare,UDP_dport,Protocol,dst_IP_diversity,dst_port_diversity,ID,pck_size_diff,pck_size_std_WE,pck_size_sum_of_EW,ts_diff,ts_std_WE,ts_sum_of_EW,TCP_window_diff,TCP_window_std_WE,TCP_window_sum_of_EW,pck_size_mean,pck_size_std,ts_mean,ts_std,TCP_window_mean,TCP_window_std,TCP_FIN_sum,TCP_SYN_sum,TCP_RST_sum,TCP_PSH_sum,TCP_ACK_sum,TCP_URG_sum,TCP_ECE_sum,TCP_CWR_sum,TCP_SYN_ratio,sum,TCP_ACK_SR,TCP_ACK_R
93,0.26727795600891113,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,61.84906184909277,91025.0,0.0,0.1029258201598817,2.939654588699341,0.0,0.0,31868.0,1476.0,0.0,0.26727795600891113,0.0,514.0,0.0,0,0,0,1,62,0,0,0,0.0,63,0.015873015873015872,0.9841269841269841
94,0.26727795600891113,192.168.1.17,140.82.113.22,1476,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50240,443,0,TCP,7,1,192.168.1.17=>140.82.113.22,0.0,61.35623278516455,92501.0,0.0,0.10578356940206406,3.206932544708252,0.0,0.0,32382.0,1476.0,0.0,0.26727795600891113,0.0,514.0,0.0,0,0,0,1,63,0,0,0,0.0,64,0.015625,0.984375
0,0.0,192.168.1.17,142.250.198.142,41,3.0,0,0,1,5,0,0,0,0,1,0,0,0,509,13,50600,443,0,TCP,1,1,192.168.1.17=>142.250.198.142,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,509.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0
11,0.0,192.168.1.17,192.0.73.2,41,3.0,0,0,1,5,0,0,0,0,1,0,0,0,516,13,50604,443,0,TCP,4,1,192.168.1.17=>192.0.73.2,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,516.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0
13,0.0,192.168.1.17,57.144.152.141,72,3.0,0,0,1,5,0,0,0,1,1,0,0,0,515,13,50450,443,0,TLSv1.2,5,1,192.168.1.17=>57.144.152.141,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,515.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,2,0.5,0.5
16,0.24761700630187988,192.168.1.17,57.144.152.141,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50450,443,0,TCP,5,1,192.168.1.17=>57.144.152.141,-32.0,22.627416997969522,112.0,0.24761700630187988,0.17509166429317133,0.24761700630187988,-1.0,0.7071067811865476,1029.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666
2,0.0,192.168.1.17,57.144.152.145,69,3.0,0,0,1,5,0,0,0,1,1,0,0,0,516,13,50447,443,0,TLSv1.2,2,1,192.168.1.17=>57.144.152.145,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,516.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,2,0.5,0.5
9,0.2456798553466797,192.168.1.17,57.144.152.145,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,516,13,50447,443,0,TCP,3,1,192.168.1.17=>57.144.152.145,-29.0,20.506096654409877,109.0,0.2456798553466797,0.1737218917165673,0.2456798553466797,0.0,0.0,1032.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666
17,0.0,192.168.1.17,57.144.153.134,109,3.0,0,0,1,5,0,0,0,1,1,0,0,0,514,13,50446,443,0,TLSv1.2,6,1,192.168.1.17=>57.144.153.134,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,514.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,2,0.5,0.5
20,0.293306827545166,192.168.1.17,57.144.153.134,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,514,13,50446,443,0,TCP,6,1,192.168.1.17=>57.144.153.134,-69.0,48.79036790187178,149.0,0.293306827545166,0.20739924672550014,0.293306827545166,0.0,0.0,1028.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666
22,0.0,192.168.1.7,224.0.0.251,125,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,1,192.168.1.7=>224.0.0.251,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
26,1.0162880420684814,192.168.1.7,224.0.0.251,125,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,1,192.168.1.7=>224.0.0.251,0.0,0.0,250.0,1.0162880420684814,0.7186241661854225,1.0162880420684814,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
14,0.0,57.144.152.141,192.168.1.17,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,300,7,443,50450,0,TCP,1,1,57.144.152.141=>192.168.1.17,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0
15,0.15350604057312012,57.144.152.141,192.168.1.17,68,3.0,0,0,1,5,0,0,0,1,1,0,0,0,300,7,443,50450,0,TLSv1.2,1,1,57.144.152.141=>192.168.1.17,28.0,19.79898987322333,108.0,0.15350604057312012,0.10854516224235053,0.15350604057312012,0.0,0.0,600.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666
3,0.0,57.144.152.145,192.168.1.17,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,3520,7,443,50447,0,TCP,1,1,57.144.152.145=>192.168.1.17,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,3520.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0
6,0.16631698608398438,57.144.152.145,192.168.1.17,65,3.0,0,0,1,5,0,0,0,1,1,0,0,0,3520,7,443,50447,0,TLSv1.2,1,1,57.144.152.145=>192.168.1.17,25.0,17.67766952966369,105.0,0.16631698608398438,0.11760386868649401,0.16631698608398438,0.0,0.0,7040.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666
18,0.0,57.144.153.134,192.168.1.17,40,3.0,0,0,1,5,0,0,0,0,1,0,0,0,497,7,443,50446,0,TCP,1,1,57.144.153.134=>192.168.1.17,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,497.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1.0,1.0
19,0.20702505111694336,57.144.153.134,192.168.1.17,111,3.0,0,0,1,5,0,0,0,1,1,0,0,0,497,7,443,50446,0,TLSv1.2,1,1,57.144.153.134=>192.168.1.17,71.0,50.204581464244875,151.0,0.20702505111694336,0.1463888175202823,0.20702505111694336,0.0,0.0,994.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,3,0.3333333333333333,0.6666666666666666
10,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ARP,1,1,5e:5e:22:02:4b:fa=>Broadcast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
21,0.0,0,0,105,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,2,fe80::467:7676:12df:a8d7=>ff02::fb,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
25,1.0162880420684814,0,0,105,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,5353,MDNS,1,2,fe80::467:7676:12df:a8d7=>ff02::fb,0.0,0.0,210.0,1.0162880420684814,0.7186241661854225,1.0162880420684814,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
